frame_index,raw_image_timestamp,raw_image_name,gt_trajectory_index,gt_trajectory_timestamp,abs_time_gap_s
121,1710255663.047768593,cam0/1710255663.047768708.jpg,191,1710255663.047768593,0.000000000
122,1710255663.097768545,cam0/1710255663.097768508.jpg,193,1710255663.097768545,0.000000000
123,1710255663.147768259,cam0/1710255663.147768308.jpg,194,1710255663.147768259,0.000000000
124,1710255663.197768211,cam0/1710255663.197768308.jpg,196,1710255663.197768211,0.000000000
125,1710255663.247768164,cam0/1710255663.247768108.jpg,197,1710255663.247768164,0.000000000
126,1710255663.297767878,cam0/1710255663.297767908.jpg,199,1710255663.297767878,0.000000000
127,1710255663.347767591,cam0/1710255663.347767708.jpg,200,1710255663.347767591,0.000000000
128,1710255663.397767544,cam0/1710255663.397767608.jpg,202,1710255663.397767544,0.000000000
129,1710255663.447767496,cam0/1710255663.447767408.jpg,203,1710255663.447767496,0.000000000
130,1710255663.497767210,cam0/1710255663.497767208.jpg,205,1710255663.497767210,0.000000000
131,1710255663.547766924,cam0/1710255663.547767008.jpg,206,1710255663.547766924,0.000000000
132,1710255663.597766876,cam0/1710255663.597766808.jpg,208,1710255663.597766876,0.000000000
133,1710255663.647766590,cam0/1710255663.647766708.jpg,209,1710255663.647766590,0.000000000
134,1710255663.697766542,cam0/1710255663.697766608.jpg,211,1710255663.697766542,0.000000000
135,1710255663.747766495,cam0/1710255663.747766408.jpg,212,1710255663.747766495,0.000000000
136,1710255663.797766209,cam0/1710255663.797766208.jpg,214,1710255663.797766209,0.000000000
137,1710255663.847765923,cam0/1710255663.847766008.jpg,215,1710255663.847765923,0.000000000
138,1710255663.897765875,cam0/1710255663.897765908.jpg,217,1710255663.897765875,0.000000000
139,1710255663.947765827,cam0/1710255663.947765708.jpg,218,1710255663.947765827,0.000000000
140,1710255663.997765541,cam0/1710255663.997765508.jpg,220,1710255663.997765541,0.000000000
141,1710255664.047765255,cam0/1710255664.047765308.jpg,221,1710255664.047765255,0.000000000
142,1710255664.097765207,cam0/1710255664.097765208.jpg,223,1710255664.097765207,0.000000000
143,1710255664.147764921,cam0/1710255664.147765008.jpg,224,1710255664.147764921,0.000000000
144,1710255664.197764874,cam0/1710255664.197764908.jpg,226,1710255664.197764874,0.000000000
145,1710255664.247764826,cam0/1710255664.247764708.jpg,227,1710255664.247764826,0.000000000
146,1710255664.297764540,cam0/1710255664.297764508.jpg,229,1710255664.297764540,0.000000000
147,1710255664.347764492,cam0/1710255664.347764408.jpg,230,1710255664.347764492,0.000000000
148,1710255664.397764206,cam0/1710255664.397764208.jpg,232,1710255664.397764206,0.000000000
149,1710255664.447763920,cam0/1710255664.447764008.jpg,233,1710255664.447763920,0.000000000
150,1710255664.497763872,cam0/1710255664.497763808.jpg,235,1710255664.497763872,0.000000000
151,1710255664.547763586,cam0/1710255664.547763608.jpg,236,1710255664.547763586,0.000000000
152,1710255664.597763538,cam0/1710255664.597763508.jpg,238,1710255664.597763538,0.000000000
153,1710255664.647763252,cam0/1710255664.647763308.jpg,239,1710255664.647763252,0.000000000
154,1710255664.697763205,cam0/1710255664.697763208.jpg,240,1710255664.697763205,0.000000000
155,1710255664.747762918,cam0/1710255664.747763008.jpg,241,1710255664.747762918,0.000000000
156,1710255664.797762871,cam0/1710255664.797762908.jpg,243,1710255664.797762871,0.000000000
157,1710255664.847762823,cam0/1710255664.847762708.jpg,244,1710255664.847762823,0.000000000
158,1710255664.897762537,cam0/1710255664.897762508.jpg,246,1710255664.897762537,0.000000000
159,1710255664.947762251,cam0/1710255664.947762308.jpg,247,1710255664.947762251,0.000000000
160,1710255664.997762203,cam0/1710255664.997762108.jpg,249,1710255664.997762203,0.000000000
161,1710255665.047761917,cam0/1710255665.047762008.jpg,250,1710255665.047761917,0.000000000
162,1710255665.097761869,cam0/1710255665.097761808.jpg,252,1710255665.097761869,0.000000000
163,1710255665.147761583,cam0/1710255665.147761608.jpg,253,1710255665.147761583,0.000000000
164,1710255665.197761536,cam0/1710255665.197761508.jpg,255,1710255665.197761536,0.000000000
165,1710255665.247761250,cam0/1710255665.247761308.jpg,256,1710255665.247761250,0.000000000
166,1710255665.297761202,cam0/1710255665.297761208.jpg,258,1710255665.297761202,0.000000000
167,1710255665.347760916,cam0/1710255665.347761008.jpg,259,1710255665.347760916,0.000000000
168,1710255665.397760868,cam0/1710255665.397760808.jpg,261,1710255665.397760868,0.000000000
169,1710255665.447760582,cam0/1710255665.447760608.jpg,262,1710255665.447760582,0.000000000
170,1710255665.497760534,cam0/1710255665.497760508.jpg,264,1710255665.497760534,0.000000000
171,1710255665.547760248,cam0/1710255665.547760308.jpg,265,1710255665.547760248,0.000000000
172,1710255665.597760201,cam0/1710255665.597760108.jpg,267,1710255665.597760201,0.000000000
173,1710255665.647759914,cam0/1710255665.647759908.jpg,268,1710255665.647759914,0.000000000
174,1710255665.697759867,cam0/1710255665.697759808.jpg,270,1710255665.697759867,0.000000000
175,1710255665.747759819,cam0/1710255665.747759708.jpg,271,1710255665.747759819,0.000000000
176,1710255665.797759533,cam0/1710255665.797759508.jpg,273,1710255665.797759533,0.000000000
177,1710255665.847759247,cam0/1710255665.847759308.jpg,274,1710255665.847759247,0.000000000
178,1710255665.897759199,cam0/1710255665.897759108.jpg,276,1710255665.897759199,0.000000000
179,1710255665.947758913,cam0/1710255665.947758908.jpg,277,1710255665.947758913,0.000000000
180,1710255665.997758865,cam0/1710255665.997758808.jpg,279,1710255665.997758865,0.000000000
181,1710255666.047758579,cam0/1710255666.047758608.jpg,280,1710255666.047758579,0.000000000
182,1710255666.097758293,cam0/1710255666.097758408.jpg,282,1710255666.097758293,0.000000000
183,1710255666.147758245,cam0/1710255666.147758208.jpg,283,1710255666.147758245,0.000000000
184,1710255666.197758198,cam0/1710255666.197758208.jpg,285,1710255666.197758198,0.000000000
185,1710255666.247757912,cam0/1710255666.247758008.jpg,286,1710255666.247757912,0.000000000
186,1710255666.297757864,cam0/1710255666.297757808.jpg,288,1710255666.297757864,0.000000000
187,1710255666.347757578,cam0/1710255666.347757608.jpg,289,1710255666.347757578,0.000000000
188,1710255666.397757292,cam0/1710255666.397757408.jpg,291,1710255666.397757292,0.000000000
189,1710255666.447757244,cam0/1710255666.447757308.jpg,292,1710255666.447757244,0.000000000
190,1710255666.497757196,cam0/1710255666.497757108.jpg,294,1710255666.497757196,0.000000000
191,1710255666.547756910,cam0/1710255666.547756908.jpg,295,1710255666.547756910,0.000000000
192,1710255666.597756624,cam0/1710255666.597756708.jpg,297,1710255666.597756624,0.000000000
193,1710255666.647756577,cam0/1710255666.647756508.jpg,298,1710255666.647756577,0.000000000
194,1710255666.697756529,cam0/1710255666.697756508.jpg,300,1710255666.697756529,0.000000000
195,1710255666.747756243,cam0/1710255666.747756308.jpg,301,1710255666.747756243,0.000000000
196,1710255666.797756195,cam0/1710255666.797756108.jpg,303,1710255666.797756195,0.000000000
197,1710255666.847755909,cam0/1710255666.847755908.jpg,304,1710255666.847755909,0.000000000
198,1710255666.897755861,cam0/1710255666.897755808.jpg,306,1710255666.897755861,0.000000000
199,1710255666.947755575,cam0/1710255666.947755608.jpg,307,1710255666.947755575,0.000000000
200,1710255666.997755289,cam0/1710255666.997755408.jpg,309,1710255666.997755289,0.000000000
201,1710255667.047755241,cam0/1710255667.047755208.jpg,310,1710255667.047755241,0.000000000
202,1710255667.097754955,cam0/1710255667.097755008.jpg,312,1710255667.097754955,0.000000000
203,1710255667.147754908,cam0/1710255667.147754908.jpg,313,1710255667.147754908,0.000000000
204,1710255667.197754860,cam0/1710255667.197754808.jpg,315,1710255667.197754860,0.000000000
205,1710255667.247754574,cam0/1710255667.247754608.jpg,316,1710255667.247754574,0.000000000
206,1710255667.297754526,cam0/1710255667.297754408.jpg,318,1710255667.297754526,0.000000000
207,1710255667.347754240,cam0/1710255667.347754208.jpg,319,1710255667.347754240,0.000000000
208,1710255667.397754192,cam0/1710255667.397754108.jpg,321,1710255667.397754192,0.000000000
209,1710255667.447753906,cam0/1710255667.447753908.jpg,322,1710255667.447753906,0.000000000
210,1710255667.497753620,cam0/1710255667.497753708.jpg,324,1710255667.497753620,0.000000000
211,1710255667.547753572,cam0/1710255667.547753508.jpg,325,1710255667.547753572,0.000000000
212,1710255667.597753525,cam0/1710255667.597753408.jpg,327,1710255667.597753525,0.000000000
213,1710255667.647753239,cam0/1710255667.647753208.jpg,328,1710255667.647753239,0.000000000
214,1710255667.697753191,cam0/1710255667.697753108.jpg,330,1710255667.697753191,0.000000000
215,1710255667.747752905,cam0/1710255667.747752908.jpg,331,1710255667.747752905,0.000000000
216,1710255667.797752619,cam0/1710255667.797752708.jpg,333,1710255667.797752619,0.000000000
217,1710255667.847752571,cam0/1710255667.847752608.jpg,334,1710255667.847752571,0.000000000
218,1710255667.897752523,cam0/1710255667.897752408.jpg,336,1710255667.897752523,0.000000000
219,1710255667.947752237,cam0/1710255667.947752208.jpg,337,1710255667.947752237,0.000000000
220,1710255667.997751951,cam0/1710255667.997752008.jpg,339,1710255667.997751951,0.000000000
221,1710255668.047751904,cam0/1710255668.047751808.jpg,340,1710255668.047751904,0.000000000
222,1710255668.097751617,cam0/1710255668.097751708.jpg,342,1710255668.097751617,0.000000000
223,1710255668.147751570,cam0/1710255668.147751508.jpg,343,1710255668.147751570,0.000000000
224,1710255668.197751522,cam0/1710255668.197751408.jpg,345,1710255668.197751522,0.000000000
225,1710255668.247751236,cam0/1710255668.247751208.jpg,346,1710255668.247751236,0.000000000
226,1710255668.297751188,cam0/1710255668.297751108.jpg,348,1710255668.297751188,0.000000000
227,1710255668.347750902,cam0/1710255668.347750908.jpg,349,1710255668.347750902,0.000000000
228,1710255668.397750616,cam0/1710255668.397750708.jpg,351,1710255668.397750616,0.000000000
229,1710255668.447750568,cam0/1710255668.447750508.jpg,352,1710255668.447750568,0.000000000
230,1710255668.497750282,cam0/1710255668.497750308.jpg,354,1710255668.497750282,0.000000000
231,1710255668.547750235,cam0/1710255668.547750208.jpg,355,1710255668.547750235,0.000000000
232,1710255668.597749949,cam0/1710255668.597750008.jpg,357,1710255668.597749949,0.000000000
233,1710255668.647749901,cam0/1710255668.647749808.jpg,358,1710255668.647749901,0.000000000
234,1710255668.697749615,cam0/1710255668.697749708.jpg,360,1710255668.697749615,0.000000000
235,1710255668.747749567,cam0/1710255668.747749508.jpg,361,1710255668.747749567,0.000000000
236,1710255668.797749519,cam0/1710255668.797749408.jpg,363,1710255668.797749519,0.000000000
237,1710255668.847749233,cam0/1710255668.847749208.jpg,364,1710255668.847749233,0.000000000
238,1710255668.897748947,cam0/1710255668.897749008.jpg,366,1710255668.897748947,0.000000000
239,1710255668.947748899,cam0/1710255668.947748808.jpg,367,1710255668.947748899,0.000000000
240,1710255668.997748613,cam0/1710255668.997748708.jpg,369,1710255668.997748613,0.000000000
241,1710255669.047748566,cam0/1710255669.047748508.jpg,370,1710255669.047748566,0.000000000
242,1710255669.097748280,cam0/1710255669.097748308.jpg,371,1710255669.097748280,0.000000000
243,1710255669.147747993,cam0/1710255669.147748108.jpg,372,1710255669.147747993,0.000000000
244,1710255669.197747946,cam0/1710255669.197748008.jpg,373,1710255669.197747946,0.000000000
245,1710255669.247747898,cam0/1710255669.247747908.jpg,374,1710255669.247747898,0.000000000
246,1710255669.297747612,cam0/1710255669.297747708.jpg,375,1710255669.297747612,0.000000000
247,1710255669.347747564,cam0/1710255669.347747508.jpg,376,1710255669.347747564,0.000000000
248,1710255669.397747278,cam0/1710255669.397747308.jpg,378,1710255669.397747278,0.000000000
249,1710255669.447746992,cam0/1710255669.447747108.jpg,379,1710255669.447746992,0.000000000
250,1710255669.497746944,cam0/1710255669.497747008.jpg,380,1710255669.497746944,0.000000000
251,1710255669.547746897,cam0/1710255669.547746808.jpg,381,1710255669.547746897,0.000000000
252,1710255669.597746611,cam0/1710255669.597746608.jpg,382,1710255669.597746611,0.000000000
253,1710255669.647746325,cam0/1710255669.647746408.jpg,383,1710255669.647746325,0.000000000
254,1710255669.697746515,cam0/1710255669.697746408.jpg,384,1710255669.697746515,0.000000000
255,1710255669.747746229,cam0/1710255669.747746208.jpg,385,1710255669.747746229,0.000000000
256,1710255669.797745943,cam0/1710255669.797746008.jpg,386,1710255669.797745943,0.000000000
257,1710255669.847745895,cam0/1710255669.847745808.jpg,387,1710255669.847745895,0.000000000
258,1710255669.897742987,cam0/1710255669.897743027.jpg,388,1710255669.897742987,0.000000000
259,1710255669.947742939,cam0/1710255669.947742927.jpg,389,1710255669.947742939,0.000000000
260,1710255669.997742653,cam0/1710255669.997742727.jpg,390,1710255669.997742653,0.000000000
261,1710255670.047742605,cam0/1710255670.047742527.jpg,391,1710255670.047742605,0.000000000
262,1710255670.097742319,cam0/1710255670.097742327.jpg,392,1710255670.097742319,0.000000000
263,1710255670.147742033,cam0/1710255670.147742127.jpg,393,1710255670.147742033,0.000000000
264,1710255670.197742224,cam0/1710255670.197742127.jpg,394,1710255670.197742224,0.000000000
265,1710255670.247741938,cam0/1710255670.247741927.jpg,395,1710255670.247741938,0.000000000
266,1710255670.297741652,cam0/1710255670.297741727.jpg,396,1710255670.297741652,0.000000000
267,1710255670.347741604,cam0/1710255670.347741527.jpg,397,1710255670.347741604,0.000000000
268,1710255670.397741318,cam0/1710255670.397741427.jpg,398,1710255670.397741318,0.000000000
269,1710255670.447741270,cam0/1710255670.447741227.jpg,399,1710255670.447741270,0.000000000
270,1710255670.497740984,cam0/1710255670.497741027.jpg,400,1710255670.497740984,0.000000000
271,1710255670.547740936,cam0/1710255670.547740827.jpg,401,1710255670.547740936,0.000000000
272,1710255670.597740650,cam0/1710255670.597740627.jpg,402,1710255670.597740650,0.000000000
273,1710255670.647740602,cam0/1710255670.647740527.jpg,403,1710255670.647740602,0.000000000
274,1710255670.697740316,cam0/1710255670.697740427.jpg,404,1710255670.697740316,0.000000000
275,1710255670.747740269,cam0/1710255670.747740227.jpg,405,1710255670.747740269,0.000000000
276,1710255670.797739983,cam0/1710255670.797740027.jpg,406,1710255670.797739983,0.000000000
277,1710255670.847739935,cam0/1710255670.847739827.jpg,407,1710255670.847739935,0.000000000
278,1710255670.897739649,cam0/1710255670.897739727.jpg,408,1710255670.897739649,0.000000000
279,1710255670.947739601,cam0/1710255670.947739527.jpg,409,1710255670.947739601,0.000000000
280,1710255670.997739315,cam0/1710255670.997739327.jpg,410,1710255670.997739315,0.000000000
281,1710255671.047739029,cam0/1710255671.047739127.jpg,411,1710255671.047739029,0.000000000
282,1710255671.097738981,cam0/1710255671.097739027.jpg,412,1710255671.097738981,0.000000000
283,1710255671.147738934,cam0/1710255671.147738827.jpg,413,1710255671.147738934,0.000000000
284,1710255671.197738647,cam0/1710255671.197738727.jpg,414,1710255671.197738647,0.000000000
285,1710255671.247738600,cam0/1710255671.247738527.jpg,415,1710255671.247738600,0.000000000
286,1710255671.297738314,cam0/1710255671.297738327.jpg,416,1710255671.297738314,0.000000000
287,1710255671.347738266,cam0/1710255671.347738227.jpg,417,1710255671.347738266,0.000000000
288,1710255671.397737980,cam0/1710255671.397738027.jpg,418,1710255671.397737980,0.000000000
289,1710255671.447737932,cam0/1710255671.447737827.jpg,419,1710255671.447737932,0.000000000
290,1710255671.497737646,cam0/1710255671.497737627.jpg,420,1710255671.497737646,0.000000000
291,1710255671.547737360,cam0/1710255671.547737427.jpg,421,1710255671.547737360,0.000000000
292,1710255671.597737312,cam0/1710255671.597737327.jpg,422,1710255671.597737312,0.000000000
293,1710255671.647737026,cam0/1710255671.647737127.jpg,423,1710255671.647737026,0.000000000
294,1710255671.697736979,cam0/1710255671.697737027.jpg,424,1710255671.697736979,0.000000000
295,1710255671.747736931,cam0/1710255671.747736827.jpg,425,1710255671.747736931,0.000000000
296,1710255671.797736645,cam0/1710255671.797736727.jpg,426,1710255671.797736645,0.000000000
297,1710255671.847736597,cam0/1710255671.847736527.jpg,427,1710255671.847736597,0.000000000
298,1710255671.897736311,cam0/1710255671.897736327.jpg,428,1710255671.897736311,0.000000000
299,1710255671.947736025,cam0/1710255671.947736127.jpg,429,1710255671.947736025,0.000000000
300,1710255671.997735977,cam0/1710255671.997735927.jpg,430,1710255671.997735977,0.000000000
301,1710255672.047735929,cam0/1710255672.047735827.jpg,431,1710255672.047735929,0.000000000
302,1710255672.097735643,cam0/1710255672.097735627.jpg,432,1710255672.097735643,0.000000000
303,1710255672.147735357,cam0/1710255672.147735427.jpg,433,1710255672.147735357,0.000000000
304,1710255672.197735310,cam0/1710255672.197735327.jpg,434,1710255672.197735310,0.000000000
305,1710255672.247735023,cam0/1710255672.247735127.jpg,435,1710255672.247735023,0.000000000
306,1710255672.297734976,cam0/1710255672.297735027.jpg,436,1710255672.297734976,0.000000000
307,1710255672.347734928,cam0/1710255672.347734827.jpg,437,1710255672.347734928,0.000000000
